"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.01,,
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.01,,
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.03,,
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.02,,
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.03,,
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.04,,
"PRT","Portugal","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.05,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.07,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.09,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.12,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.1,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.14,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.23,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.15,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.16,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.15,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.15,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.16,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.16,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.16,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.17,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.17,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.1,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.11,,
"SVK","Slovak Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.1,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.08,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.03,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.02,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.03,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.03,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.03,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.02,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.02,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.04,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.02,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.03,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.12,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.1,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.04,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.03,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.02,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"SVK","Slovak Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.03,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.01,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.02,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.01,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.02,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.02,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.01,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.02,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.02,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.03,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.02,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.02,,
"SVK","Slovak Republic","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.03,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.11,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.04,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.03,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.13,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.2,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.14,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.08,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.13,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.15,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.08,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.03,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.03,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.06,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.05,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.04,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.05,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.79,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.18,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.3,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.46,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.34,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.04,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.01,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.01,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.06,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.03,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.02,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.05,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.04,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.04,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.05,,
"SVK","Slovak Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.07,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.51,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.44,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.33,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.27,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.46,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.54,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.68,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.85,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.65,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.46,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.35,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.31,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.29,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.17,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.12,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.1,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.1,,
"SVK","Slovak Republic","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.28,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.18,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.17,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.18,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.15,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.14,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.14,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.15,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.18,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.18,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.07,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.04,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.09,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.21,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.26,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.32,,
"SVK","Slovak Republic","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.37,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",1.77,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.96,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",1,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",1.16,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",1.33,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",1.28,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",1.21,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",1.23,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",1.13,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.89,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.76,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.59,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.56,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.59,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.64,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.57,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.68,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.91,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",1.09,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.34,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.49,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.74,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.73,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.6,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.38,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.2,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.31,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.36,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.41,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.28,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.23,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.33,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.31,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.22,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.25,,
"SVK","Slovak Republic","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.25,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",1.02,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.26,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.37,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.64,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.59,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.36,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.23,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.05,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.16,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.21,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.25,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.12,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.07,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.16,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.14,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.11,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.15,,
"SVK","Slovak Republic","112","Active measures (20-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.15,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.68,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.62,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.52,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.42,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.6,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.68,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.83,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",1.03,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.83,,
"SVK","Slovak Republic","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.53,,
